"","ACKG.292","ACKG.339","ACKG.348","ACKG.354","ACKG.382","ACKG.396","ACKG.397","ACKG.415","ACKG.416","ACKG.419","ACKG.420","ACKG.426","ACKG.433","ACKG.435","ACKG.440","HACKG.182","HACKG.185","HACKG.251","HACKG.271","HACKG.282","HACKG.306","HACKG.307","HACKG.320","HACKG.321","HACKG.328","HACKG.331","HACKG.342","HACKG.344","HACKG.353","HACKG.356","HACKG.358","HACKG.364","HACKG.367","HACKG.389","HACKG.395","HACKG.396","HACKG.417","HACKG.419"
"ENSMUSG00000024483",34,12,32,49,28,36,45,51,13,30,43,36,49,16,29,39,33,35,46,9,14,31,17,42,7,18,25,56,42,9,23,0,54,29,13,33,26,53
"ENSMUSG00000024486",18,20,21,10,51,29,43,39,10,16,36,18,53,18,47,30,22,25,35,35,24,56,21,31,0,53,18,19,48,34,34,0,21,5,13,7,40,21
"ENSMUSG00000024487",0,10,0,0,2,0,4,4,0,0,0,0,22,7,2,2,3,3,0,0,0,1,3,0,7,0,4,90,0,0,0,6,0,5,0,0,8,6
"ENSMUSG00000024491",21,8,8,7,30,9,23,24,6,3,5,9,18,23,18,18,14,14,16,17,22,16,9,4,2,14,9,37,17,3,21,17,20,5,4,9,12,13
"ENSMUSG00000024498",3,6,0,3,3,0,1,1,3,1,7,5,1,5,2,6,3,5,3,3,0,4,5,0,10,0,4,6,9,0,0,3,9,2,0,0,0,4
"ENSMUSG00000024503",66,28,19,10,136,25,57,39,3,50,28,15,9,14,23,15,14,27,20,17,68,35,2,10,20,13,39,59,22,6,11,34,6,0,92,67,16,110
"ENSMUSG00000024505",4,4,8,7,0,18,3,2,42,9,23,18,8,7,5,2,15,2,3,17,6,5,7,6,12,11,9,1,12,20,17,11,7,5,11,13,24,1
"ENSMUSG00000024511",16,30,8,18,16,18,21,13,6,6,4,20,18,25,21,9,7,14,5,3,34,40,9,6,15,14,9,8,6,11,25,17,7,10,13,13,18,25
"ENSMUSG00000024513",3,2,8,0,9,7,2,2,0,3,4,0,3,5,0,11,8,4,0,9,4,4,9,0,2,6,2,6,4,3,0,0,3,0,2,0,2,0
"ENSMUSG00000024515",10,6,6,7,7,2,8,4,3,3,7,7,8,14,2,6,7,2,4,6,16,12,16,0,0,13,5,12,9,0,4,6,3,0,9,4,12,4
"ENSMUSG00000024516",4,28,4,23,9,16,3,12,0,11,4,7,5,38,7,12,3,16,7,0,4,20,24,8,10,11,4,6,6,6,6,11,8,5,4,11,6,28
"ENSMUSG00000024521",9,6,8,20,25,7,3,23,0,9,7,11,5,5,18,12,5,11,17,0,0,38,5,4,5,24,12,14,3,14,2,0,11,0,7,0,12,20
"ENSMUSG00000024534",0,8,4,0,1,36,8,1,6,13,5,7,96,9,22,1,0,1,1,0,6,0,21,15,12,11,19,0,30,3,8,6,5,2,0,0,6,0
"ENSMUSG00000024539",6,4,0,3,9,9,3,14,0,9,4,4,4,0,15,22,3,12,4,0,0,6,5,12,2,5,4,10,0,6,6,6,4,2,4,0,14,8
"ENSMUSG00000024544",0,0,11,2,2,5,1,4,3,4,2,4,3,0,6,1,3,3,3,3,2,3,3,8,7,2,2,0,1,9,6,3,4,5,13,13,2,6
"ENSMUSG00000024548",10,12,4,17,17,29,19,12,6,4,5,4,15,2,10,6,7,7,14,6,8,11,10,8,22,16,21,10,10,9,8,6,11,5,2,13,14,8
"ENSMUSG00000024563",3,0,2,7,13,2,4,6,3,3,5,4,6,0,5,2,8,6,3,3,10,5,0,0,0,5,4,6,0,3,4,0,6,14,11,0,2,4
"ENSMUSG00000024566",6,8,0,0,2,2,2,8,3,6,2,11,8,5,5,1,3,4,9,3,4,3,0,8,25,2,2,4,0,0,4,0,4,0,0,7,0,4
"ENSMUSG00000024571",6,0,11,0,4,5,0,3,0,6,5,4,3,5,2,5,3,2,3,6,8,1,0,0,0,2,5,6,1,0,0,0,4,2,4,0,0,0
"ENSMUSG00000024576",36,26,15,30,39,34,30,30,6,42,16,27,35,16,44,39,40,44,40,32,18,53,40,23,17,49,18,27,29,6,34,20,43,31,39,22,26,39
"ENSMUSG00000024580",56,36,32,35,65,27,29,62,29,62,16,33,50,7,31,36,71,48,29,32,70,50,28,37,15,45,27,29,30,14,17,22,57,10,22,13,50,22
"ENSMUSG00000024581",5,2,2,3,2,0,1,6,0,4,2,0,1,5,2,2,6,4,8,6,4,3,7,0,2,0,4,5,4,0,4,0,1,7,4,0,0,0
"ENSMUSG00000024587",1,4,2,0,1,0,2,4,0,0,2,0,1,2,1,4,5,6,0,6,2,4,7,2,2,6,5,0,1,3,0,0,2,2,0,4,0,5
"ENSMUSG00000024588",1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,7,1,1,2,0,0,2,16,17,0,3,0,0,0,0,2,0,25,0,4,0,0,0
"ENSMUSG00000024589",4,4,8,15,9,7,15,9,0,9,7,7,6,5,10,6,8,7,2,3,12,2,0,8,15,21,21,10,4,3,23,0,9,2,9,13,12,6
"ENSMUSG00000024590",3,2,0,0,12,5,2,40,3,4,0,4,13,11,8,97,5,39,8,3,0,2,5,4,0,5,7,0,7,0,9,0,13,0,0,0,18,5
"ENSMUSG00000024603",8,0,2,3,3,0,2,1,3,0,9,5,4,2,4,2,4,4,3,0,0,1,0,6,5,2,5,2,3,6,0,20,1,2,9,9,4,0
"ENSMUSG00000024608",5,0,0,0,10,0,4,3,0,3,5,0,0,0,1,2,5,3,2,0,4,4,0,2,0,0,0,1,0,0,2,0,3,2,2,0,0,0
"ENSMUSG00000024614",3,0,8,7,11,16,9,21,0,9,4,11,6,5,5,22,5,18,7,6,4,6,7,6,7,6,4,10,6,6,6,14,7,5,17,4,4,0
"ENSMUSG00000024639",11,10,15,32,14,32,13,11,6,11,11,7,17,29,15,20,8,15,20,0,30,10,28,8,5,14,16,7,7,3,15,8,14,10,4,9,10,2
"ENSMUSG00000024642",9,14,6,10,15,16,17,17,10,11,12,15,22,25,33,9,10,11,7,12,22,24,24,4,20,21,11,71,16,0,21,17,19,19,4,20,12,28
"ENSMUSG00000024659",39,16,9,2,51,32,26,72,6,19,12,36,8,18,60,29,85,35,47,9,38,46,42,21,0,43,25,21,32,14,30,0,21,22,0,9,30,18
"ENSMUSG00000024661",23,10,23,8,52,18,8,23,3,10,4,7,12,7,15,29,15,27,17,6,12,26,17,15,2,19,11,11,16,3,13,17,18,5,9,0,22,7
"ENSMUSG00000024666",3,6,2,3,1,2,3,1,3,1,2,0,3,0,1,3,4,6,1,9,0,0,0,4,7,3,7,1,3,6,8,6,1,5,4,4,4,4
"ENSMUSG00000024668",8,16,8,7,15,2,4,5,0,13,0,0,4,5,5,12,8,8,3,6,24,10,10,2,0,6,9,8,3,11,4,11,3,0,4,15,0,4
"ENSMUSG00000024687",5,20,15,3,10,2,4,5,3,1,9,4,1,0,10,2,4,4,3,0,6,8,0,6,2,3,0,5,4,6,4,3,3,0,2,4,12,5
"ENSMUSG00000024691",0,0,0,3,2,5,1,23,0,0,4,0,3,0,0,47,4,16,5,6,2,7,14,4,2,0,0,0,3,3,2,0,8,2,0,0,6,0
"ENSMUSG00000024695",23,8,15,7,37,14,12,24,6,10,5,9,9,2,12,15,23,21,14,0,10,14,10,15,2,6,4,10,9,11,11,3,14,31,2,4,6,28
"ENSMUSG00000024712",77,79,38,34,104,39,45,56,10,54,20,44,33,23,25,42,65,79,44,35,70,56,44,35,10,59,25,19,39,31,21,50,63,7,46,52,32,55
"ENSMUSG00000024713",4,6,38,2,6,20,12,6,3,4,9,5,8,9,12,5,10,2,7,3,8,9,14,8,0,3,11,0,1,11,6,3,6,2,24,13,14,6
"ENSMUSG00000024725",18,12,6,15,25,5,4,24,0,26,14,9,13,9,16,41,33,26,10,17,26,17,10,0,2,10,14,17,6,6,4,0,15,5,26,11,12,14
"ENSMUSG00000024727",6,6,4,8,2,2,6,6,16,3,5,2,3,5,0,2,1,3,3,3,4,5,0,2,0,2,0,18,0,0,0,0,1,12,0,4,0,15
"ENSMUSG00000024730",10,4,4,15,14,14,6,13,3,7,5,0,9,0,19,9,10,9,8,0,10,11,9,2,0,14,7,23,6,0,6,0,8,2,2,4,4,21
"ENSMUSG00000024737",3,0,0,0,24,0,8,38,0,9,0,15,6,7,5,206,10,101,0,12,8,6,23,0,5,10,0,0,4,0,2,3,30,0,4,0,18,0
"ENSMUSG00000024743",26,30,30,22,67,41,27,59,3,20,30,33,36,43,27,21,31,23,19,12,28,38,30,31,7,40,34,6,32,34,26,6,18,12,24,13,30,11
"ENSMUSG00000024750",39,65,17,42,37,27,33,45,10,47,20,18,45,32,34,33,59,39,33,17,30,45,10,13,2,45,32,14,22,0,15,11,37,29,4,30,48,35
"ENSMUSG00000024754",28,18,11,20,46,27,28,34,0,17,20,22,27,25,39,35,20,21,53,20,24,45,33,8,5,37,30,8,41,0,23,14,30,22,15,4,22,22
"ENSMUSG00000024758",3,0,0,10,6,2,5,6,3,6,0,0,5,7,0,7,7,9,1,0,4,4,2,4,5,6,4,2,3,11,6,3,5,0,7,2,8,11
"ENSMUSG00000024759",3,6,6,0,2,2,4,4,3,1,4,0,1,7,2,1,1,3,0,0,2,2,5,4,20,2,5,4,6,0,0,0,3,0,0,7,4,7
"ENSMUSG00000024767",60,26,34,25,51,11,63,41,6,26,25,15,19,41,46,23,23,19,36,0,38,36,7,17,10,5,9,134,35,6,15,39,19,10,31,22,16,98
"ENSMUSG00000024769",11,0,0,5,25,5,5,20,0,7,18,7,9,5,11,14,10,21,12,14,8,30,0,8,2,10,18,7,16,6,9,0,16,14,0,0,0,14
"ENSMUSG00000024772",5,8,0,0,2,2,2,4,3,3,0,0,3,0,5,9,3,6,0,0,0,1,2,0,0,2,4,5,0,0,0,0,1,0,0,0,4,0
"ENSMUSG00000024780",14,8,17,5,12,14,28,15,10,13,14,7,24,23,24,27,14,14,32,3,8,27,12,21,12,5,16,39,27,6,8,17,14,14,9,22,14,45
"ENSMUSG00000024782",3,0,4,0,3,0,5,3,0,6,7,0,0,0,6,4,1,5,3,0,4,7,0,0,0,0,2,2,4,0,4,0,4,0,0,9,0,5
"ENSMUSG00000024787",9,4,6,0,5,2,3,5,3,0,7,5,0,5,17,6,3,7,0,0,8,9,0,17,0,6,0,5,3,0,0,8,14,0,7,2,4,17
"ENSMUSG00000024789",6,6,0,0,7,14,3,12,0,7,4,13,5,7,6,22,3,12,15,0,6,6,10,0,7,3,16,0,3,0,6,0,18,0,0,4,4,9
"ENSMUSG00000024805",3,18,9,5,7,2,9,6,13,9,4,18,6,5,16,4,10,8,7,14,14,10,3,8,5,6,14,8,7,6,5379,8,6,10,4,7,12,9
"ENSMUSG00000024811",3,6,0,3,6,0,7,7,3,3,0,0,5,11,2,2,1,2,8,3,6,7,0,8,10,3,2,0,7,0,2,3,8,17,2,0,0,9
"ENSMUSG00000024812",11,12,11,12,23,5,7,13,6,7,11,22,6,9,31,11,23,16,16,0,10,17,21,17,0,27,21,7,13,6,6,6,21,5,9,4,8,12
"ENSMUSG00000024817",10,0,2,3,3,0,5,1,0,0,5,4,6,0,1,6,3,3,4,6,0,5,0,0,5,5,0,11,7,0,8,14,1,10,4,7,10,2
"ENSMUSG00000024843",8,2,0,5,2,0,1,5,3,7,0,7,9,5,2,9,6,5,9,0,4,5,5,0,5,6,4,2,4,3,8,11,5,2,13,4,0,2
"ENSMUSG00000024853",8,2,2,15,16,5,15,15,6,3,7,4,17,5,11,14,7,11,17,3,2,12,3,8,0,6,0,7,6,0,11,0,13,5,4,4,4,7
"ENSMUSG00000024867",9,12,4,15,15,5,17,13,3,7,7,9,8,5,2,7,8,7,7,0,10,7,2,4,0,10,5,11,1,3,4,0,7,5,2,0,12,13
"ENSMUSG00000024899",21,4,4,13,9,2,17,14,0,9,7,22,15,14,15,10,3,15,9,0,4,18,3,8,0,10,14,27,13,0,8,17,16,14,4,22,0,28
"ENSMUSG00000024900",0,0,11,5,1,2,2,8,0,0,11,0,6,5,2,2,4,2,7,0,0,4,3,4,0,0,4,0,0,6,0,0,6,0,0,20,0,9
"ENSMUSG00000024908",3,8,0,0,5,11,6,4,6,0,11,11,10,0,5,4,5,4,2,0,2,4,5,4,10,6,4,6,7,6,6,8,4,14,2,0,4,4
"ENSMUSG00000024914",5,6,0,0,4,0,0,2,3,0,0,0,1,0,0,6,1,8,5,0,0,0,7,6,0,3,0,1,0,0,0,0,3,7,0,0,0,0
"ENSMUSG00000024921",11,8,9,2,26,14,26,30,6,7,23,9,33,14,8,35,9,16,12,12,0,12,10,23,7,2,18,17,20,3,19,3,19,7,2,13,12,20
"ENSMUSG00000024937",4,4,0,0,10,7,2,5,0,9,7,7,4,0,12,7,5,8,3,6,4,5,3,8,2,8,19,1,0,3,4,11,10,2,9,0,4,2
"ENSMUSG00000024942",15,0,9,2,9,9,6,11,10,11,0,5,5,5,5,11,8,24,3,6,16,2,7,0,5,0,11,6,0,3,8,17,18,0,22,11,10,11
"ENSMUSG00000024943",5,10,4,8,7,23,9,7,13,4,5,9,17,9,16,2,7,8,3,3,6,17,16,17,12,2,7,19,6,0,9,6,5,14,7,7,22,5
"ENSMUSG00000024955",9,4,4,5,9,0,6,0,0,4,0,4,1,0,2,2,5,6,4,0,0,4,0,2,2,0,0,2,0,0,0,11,1,0,0,4,0,2
"ENSMUSG00000024960",6,8,2,7,26,18,7,13,3,4,0,13,4,2,11,11,5,14,12,0,0,12,3,2,7,5,16,7,10,3,8,6,11,10,2,4,0,11
"ENSMUSG00000024969",9,0,8,7,14,11,16,11,6,9,4,18,3,7,15,18,4,9,4,3,12,16,9,13,10,11,9,10,12,0,4,8,9,5,11,9,8,13
"ENSMUSG00000024974",6,10,8,3,9,7,21,14,0,6,20,5,18,34,10,20,5,8,10,0,8,12,17,2,5,6,16,25,9,3,11,11,11,7,7,9,8,9
"ENSMUSG00000024975",14,4,4,0,10,0,5,1,0,4,14,4,4,18,4,7,6,4,1,0,14,10,10,13,10,5,7,15,9,0,0,0,9,10,2,4,6,9
"ENSMUSG00000024976",18,22,49,15,56,7,31,41,16,24,14,33,61,7,19,51,41,35,27,17,10,41,42,56,10,24,23,15,35,9,17,17,41,10,35,2,38,24
"ENSMUSG00000024983",9,6,17,7,3,14,5,9,6,6,7,2,3,9,4,4,5,4,8,6,10,1,9,4,20,2,4,4,13,0,4,8,6,10,7,9,12,8
"ENSMUSG00000024985",154,101,96,138,181,100,179,214,6,110,114,140,109,86,167,83,91,83,147,86,124,171,87,81,32,142,103,215,161,34,64,34,112,103,83,102,91,147
"ENSMUSG00000024991",21,22,38,40,39,18,39,41,10,14,30,22,45,52,41,70,34,44,42,17,22,54,33,35,7,35,37,39,33,20,32,22,47,43,17,20,28,45
"ENSMUSG00000024998",11,4,15,8,9,0,20,7,19,3,12,11,12,18,13,3,1,7,16,9,10,8,5,17,2,6,4,29,12,9,13,8,10,24,2,13,8,26
"ENSMUSG00000025002",16,38,73,15,7,23,84,29,26,87,18,11,67,11,17,47,37,77,22,29,66,32,0,10,22,8,16,36,16,14,23,22,81,5,15,13,10,79
"ENSMUSG00000025006",13,8,2,30,7,5,25,14,0,0,30,13,13,11,19,2,6,9,17,3,2,25,9,17,7,18,4,11,14,6,17,17,14,14,17,9,12,12
"ENSMUSG00000025016",5,6,4,10,19,9,14,12,16,19,23,18,15,2,15,19,13,10,15,12,2,15,12,19,5,30,7,8,10,9,13,14,9,10,17,15,22,8
"ENSMUSG00000025019",13,0,9,18,9,14,10,15,10,23,25,0,23,23,8,14,8,9,17,12,4,20,3,21,7,6,0,8,4,14,0,3,13,2,15,11,8,11
"ENSMUSG00000025024",0,8,0,0,5,0,1,5,0,1,5,9,3,0,1,5,3,6,1,0,8,4,2,4,5,6,4,2,0,0,0,0,6,0,20,0,0,0
"ENSMUSG00000025025",38,22,11,15,45,32,24,18,13,27,2,9,8,23,16,42,14,27,23,23,28,30,2,17,15,22,30,20,9,14,30,3,47,22,11,9,32,21
"ENSMUSG00000025026",11,0,28,12,7,5,14,42,3,13,18,11,12,23,13,25,5,10,2,6,4,23,0,13,20,2,11,38,13,0,23,8,5,14,13,4,4,24
"ENSMUSG00000025037",3,24,11,8,8,0,6,6,0,0,27,0,6,5,2,5,3,11,9,0,12,10,0,0,0,8,9,10,9,3,9,17,14,22,22,22,0,14
"ENSMUSG00000025041",0,0,0,7,8,0,0,3,0,6,0,2,6,0,0,3,2,2,1,6,0,0,7,2,0,5,0,0,7,0,0,0,3,0,0,0,2,2
"ENSMUSG00000025059",4,6,4,3,4,18,2,21,13,7,7,7,8,2,2,42,12,17,1,0,4,6,3,6,5,16,5,0,7,14,6,0,14,0,13,4,12,4
"ENSMUSG00000025060",137,73,122,225,153,104,180,224,26,89,135,140,197,83,149,117,120,122,160,55,58,184,71,79,49,121,127,228,155,43,108,20,177,171,44,117,147,189
"ENSMUSG00000025066",13,14,9,22,19,11,3,6,3,0,7,5,6,9,17,26,14,22,11,0,0,15,0,8,0,18,14,13,20,6,8,6,10,0,0,7,8,9
"ENSMUSG00000025076",20,16,21,3,24,20,19,21,3,10,7,0,10,14,11,13,14,22,16,6,10,16,2,15,5,16,0,12,17,9,8,25,8,5,0,13,16,8
"ENSMUSG00000025078",3,14,9,3,9,7,6,5,10,0,7,22,8,7,6,0,7,4,9,3,0,10,2,6,2,3,5,1,7,6,0,3,6,12,7,7,2,8
"ENSMUSG00000025082",0,0,0,15,3,2,0,5,16,3,9,15,0,0,1,2,7,0,0,6,6,0,9,2,2,8,7,0,9,20,8,0,1,0,0,0,16,0
"ENSMUSG00000025085",18,18,9,23,18,27,22,17,22,14,32,31,38,38,27,14,16,16,13,23,14,17,16,25,22,16,14,24,14,17,36,8,13,17,15,20,22,19
"ENSMUSG00000025130",3,8,4,3,6,2,0,8,0,3,2,2,5,2,5,7,4,6,10,0,6,5,0,0,7,0,0,0,3,0,2,3,3,0,15,2,0,2
"ENSMUSG00000025134",5,8,8,12,41,0,13,2,0,6,0,7,4,20,18,15,7,5,4,6,8,7,7,0,0,11,5,14,17,0,0,6,4,10,0,17,6,12
"ENSMUSG00000025138",0,0,2,5,3,5,4,5,0,0,0,0,0,0,0,2,5,4,2,0,4,0,3,0,5,5,0,7,0,0,4,3,3,5,9,4,8,0
"ENSMUSG00000025139",8,0,0,0,7,0,3,1,0,4,0,0,1,5,0,3,4,7,1,20,2,6,5,2,2,0,2,0,0,0,2,8,4,5,0,9,2,2
"ENSMUSG00000025162",3,10,2,0,3,0,2,10,6,0,0,0,12,0,2,33,3,4,3,0,0,3,17,0,2,6,0,5,4,0,4,0,25,7,2,4,10,0
"ENSMUSG00000025173",5,0,11,5,3,0,9,5,6,6,5,7,3,5,0,5,3,2,10,6,0,3,0,0,0,5,0,4,3,0,0,0,2,0,4,0,2,0
"ENSMUSG00000025184",14,6,4,3,6,2,8,11,3,7,7,13,13,9,4,5,7,11,4,3,8,4,9,4,2,6,7,7,13,0,0,8,3,5,13,11,4,5
"ENSMUSG00000025194",11,0,0,3,2,0,6,7,0,0,0,5,3,5,2,1,2,3,13,0,0,3,3,0,7,13,5,5,6,0,0,3,1,0,4,0,0,6
"ENSMUSG00000025195",0,0,0,0,6,2,6,5,0,6,4,4,3,5,7,3,3,4,4,0,0,7,0,6,2,2,5,17,6,0,2,0,3,5,0,0,0,5
"ENSMUSG00000025199",14,4,8,17,7,14,12,9,6,6,12,7,9,16,27,10,14,13,23,14,8,22,19,13,2,22,25,13,14,6,8,0,13,7,11,4,18,7
"ENSMUSG00000025202",44,26,943,50,4,229,32,9,10,29,16,49,9,126,80,12,10,6,181,17,32,10,61,21,42,11,18,15,16,126,79,11,10,46,24,152,68,7
"ENSMUSG00000025220",18,20,19,37,34,48,40,33,10,33,27,18,31,11,19,46,20,40,37,12,8,40,16,15,17,6,21,29,13,14,17,25,50,5,7,22,22,35
"ENSMUSG00000025226",4,32,2,0,0,11,2,0,10,3,7,2,0,18,2,0,1,2,2,0,0,4,37,13,0,2,4,2,1,3,9,20,4,10,9,9,20,14
"ENSMUSG00000025234",4,6,0,18,9,11,9,14,0,6,7,5,15,5,8,12,10,12,9,14,2,6,12,2,7,11,12,2,4,0,4,0,9,5,4,9,8,5
"ENSMUSG00000025243",44,22,100,82,3,29,18,14,73,37,34,84,28,97,93,10,32,12,28,20,48,7,59,52,42,21,39,18,23,111,57,8,16,29,46,74,44,13
"ENSMUSG00000025246",99,136,156,307,11,127,40,51,348,102,283,176,104,95,114,30,219,52,63,219,297,32,288,187,224,135,104,61,155,457,215,143,57,84,227,259,298,71
"ENSMUSG00000025261",13,34,19,30,13,32,22,8,10,16,14,11,18,25,18,19,18,21,19,29,26,24,5,17,15,16,11,20,20,20,19,3,37,14,9,4,22,14
"ENSMUSG00000025278",8,4,4,3,19,7,4,9,0,11,11,0,3,2,4,5,8,14,11,6,4,7,2,2,0,22,7,7,9,14,6,6,11,0,9,0,12,4
"ENSMUSG00000025283",6,22,8,23,41,9,14,26,6,13,12,22,8,5,21,20,38,14,17,6,6,14,10,8,5,11,11,4,16,6,9,8,25,14,7,7,2,5
"ENSMUSG00000025290",5,8,2,0,19,7,2,7,3,1,7,5,1,5,1,14,11,15,5,6,0,5,3,8,2,0,4,5,3,0,0,6,6,0,4,0,4,1
"ENSMUSG00000025316",0,0,4,0,3,0,2,2,10,0,0,4,4,0,2,4,1,1,16,12,0,5,2,0,17,3,5,6,6,0,4,8,4,0,0,0,0,2
"ENSMUSG00000025323",3,4,6,3,6,2,4,9,16,4,0,0,8,7,4,12,5,4,3,6,10,7,9,12,0,8,5,2,10,11,4,6,8,7,17,0,12,4
"ENSMUSG00000025326",20,26,17,7,17,2,22,22,16,7,4,9,18,7,18,26,22,22,29,12,26,16,16,17,29,13,14,17,20,20,15,20,23,12,4,33,46,20
"ENSMUSG00000025332",26,6,6,8,28,11,13,21,6,24,16,9,12,5,10,13,18,14,11,26,12,18,16,10,5,21,16,18,22,9,23,11,16,5,17,33,24,11
"ENSMUSG00000025337",23,12,15,27,57,14,23,36,0,20,5,25,20,16,27,21,21,29,16,9,20,34,2,19,0,8,11,30,14,3,6,0,20,2,17,11,8,34
"ENSMUSG00000025340",3,2,0,0,6,0,0,10,3,0,0,0,1,2,2,16,2,14,1,6,6,5,2,0,5,0,0,0,6,3,0,0,6,0,0,0,4,0
"ENSMUSG00000025354",3,0,0,7,5,9,3,3,3,6,7,2,1,0,0,4,3,6,2,6,4,3,0,0,0,0,2,4,4,6,2,6,3,0,0,0,0,0
"ENSMUSG00000025357",3,8,2,0,4,0,3,7,3,7,18,13,4,0,7,2,0,4,1,6,8,6,3,0,2,14,4,6,6,6,0,0,2,2,0,0,4,2
"ENSMUSG00000025358",0,4,0,0,5,0,1,1,0,0,2,5,12,0,4,1,6,2,0,0,2,4,5,10,0,2,5,4,0,3,2,3,2,5,4,2,12,4
"ENSMUSG00000025362",8,10,4,5,14,5,3,12,0,14,4,2,1,0,11,25,25,24,5,0,18,7,7,12,0,3,4,5,3,11,8,0,25,5,11,4,8,4
"ENSMUSG00000025364",4,0,9,3,8,18,2,10,3,0,7,13,9,0,4,13,8,9,5,9,6,8,5,10,2,6,7,4,1,0,9,0,9,0,2,2,4,0
"ENSMUSG00000025369",4,24,4,10,23,2,15,8,3,4,4,7,12,2,4,14,13,17,21,0,14,18,10,6,5,5,19,11,9,0,8,3,12,7,13,7,0,11
"ENSMUSG00000025373",5,0,0,0,4,5,2,5,0,3,4,2,0,0,5,3,2,6,2,0,6,2,10,2,5,6,0,5,1,3,0,14,1,0,0,0,2,0
"ENSMUSG00000025383",4,2,4,3,1,0,0,14,0,0,0,0,0,2,1,94,1,42,10,6,2,0,14,0,2,21,0,0,0,3,0,0,12,2,0,0,6,1
"ENSMUSG00000025393",1,16,11,3,10,0,7,6,16,4,14,11,1,14,4,4,7,7,10,9,0,5,3,0,7,10,4,10,0,0,6,11,11,10,15,2,0,20
"ENSMUSG00000025401",9,6,6,3,15,0,4,2,10,9,12,0,1,7,6,4,5,12,5,6,6,4,7,0,0,2,0,6,6,14,4,3,6,0,11,2,4,4
"ENSMUSG00000025404",8,2,2,7,9,5,3,4,3,4,5,7,6,0,2,10,4,6,3,9,0,3,12,0,5,8,4,2,7,0,4,3,11,5,0,0,10,1
"ENSMUSG00000025408",3,2,2,7,7,0,2,7,0,1,0,0,1,2,6,6,3,6,1,0,2,8,5,6,0,2,2,1,3,0,8,0,2,0,7,0,10,0
"ENSMUSG00000025427",18,4,9,7,0,11,2,4,10,6,9,5,6,5,17,1,12,4,2,9,16,2,19,4,12,10,5,2,14,26,8,3,1,2,9,20,24,5
"ENSMUSG00000025428",8,4,9,7,6,0,3,4,0,3,0,0,3,0,0,3,5,4,7,6,8,3,2,0,5,2,4,7,6,3,0,0,8,2,0,4,0,5
"ENSMUSG00000025451",30,22,15,10,52,0,26,20,0,13,2,4,4,14,18,26,23,19,13,9,16,12,7,4,5,3,2,7,6,6,8,0,11,0,2,9,10,29
"ENSMUSG00000025497",3,2,9,3,12,5,7,4,3,9,9,11,1,5,8,2,3,9,0,0,2,8,2,4,0,2,0,4,1,14,2,3,6,5,11,15,2,1
"ENSMUSG00000025498",11,0,0,0,7,18,5,6,6,10,2,4,8,0,2,5,5,5,4,0,8,0,0,0,5,6,4,2,6,0,0,0,4,0,0,0,2,5
"ENSMUSG00000025503",1,4,0,0,4,11,4,2,0,6,0,0,4,0,1,5,2,6,3,6,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,4,8,4
"ENSMUSG00000025504",6,0,0,7,18,5,4,8,6,9,5,5,8,0,5,5,1,8,10,0,0,14,2,10,2,13,11,4,4,9,9,6,8,0,9,0,8,5
"ENSMUSG00000025508",1,0,0,0,19,2,4,2,0,1,2,4,4,11,1,6,5,8,15,6,2,2,17,12,0,3,4,0,4,6,4,6,17,0,4,0,6,1
"ENSMUSG00000025515",41,30,17,23,74,9,29,21,6,43,25,20,22,2,44,8,25,17,28,26,42,21,14,2,2,48,18,6,7,29,25,0,26,10,44,30,12,29
"ENSMUSG00000025528",6,4,8,0,1,5,3,0,13,0,0,0,0,0,15,2,5,17,0,6,16,3,0,0,0,3,0,0,0,17,15,11,3,0,63,22,0,13
"ENSMUSG00000025531",4,8,4,3,4,0,2,4,3,0,5,0,6,2,5,10,3,4,0,3,8,4,3,4,5,2,2,1,9,0,2,6,5,0,7,7,0,4
"ENSMUSG00000025544",10,20,2,8,24,0,17,24,6,9,5,9,6,0,15,15,16,11,24,12,16,14,12,0,2,22,12,5,4,20,4,0,13,17,22,20,18,11
"ENSMUSG00000025557",3,6,0,18,5,0,7,7,3,0,4,2,4,5,22,1,5,1,11,0,4,12,5,10,5,3,2,7,10,6,6,0,0,0,15,0,10,11
"ENSMUSG00000025558",5,2,0,0,4,0,3,4,3,4,0,2,0,0,1,2,4,3,2,6,10,2,2,0,2,2,2,2,3,0,6,0,4,2,0,0,0,6
"ENSMUSG00000025571",10,2,6,5,9,7,7,8,16,1,11,13,14,2,2,8,8,4,8,6,4,5,5,2,7,8,4,12,4,9,2,3,6,10,4,4,6,4
"ENSMUSG00000025575",8,0,0,0,3,0,3,5,0,6,4,0,0,0,8,3,2,10,0,0,4,1,2,0,2,6,7,2,6,0,0,0,0,10,0,0,4,5
"ENSMUSG00000025609",34,18,53,39,8,41,13,15,208,20,37,44,20,34,36,10,31,11,30,29,42,6,75,27,64,19,41,14,32,131,100,31,11,31,33,61,50,24
"ENSMUSG00000025612",3,10,17,23,6,14,5,16,22,6,12,9,28,5,5,13,9,17,7,12,8,5,5,6,5,8,7,5,9,17,9,11,16,10,11,7,14,2
"ENSMUSG00000025616",0,8,4,5,11,9,9,16,6,1,14,15,14,9,8,19,6,10,14,3,2,8,9,12,10,0,7,19,4,3,8,3,18,7,0,0,10,13
